id,iso3
kmr_59002,kmr
nst_87628,nst
mbl_03949,mbl
wuv_149177,wuv
iru_121520,iru
ymm_40817,ymm
kfb_52804,kfb
xmv_58503,xmv
Zambia_109420,Zambia
tdh_122873,tdh
imo_52861,imo
jaa_154179,jaa
bjn_58883,bjn
quh_68692,quh
khw_46730,khw
afr_08641,afr
xti_06427,xti
crk_19539,crk
kqf_128002,kqf
ben_144354,ben
pan_55332,pan
kbc_198809,kbc
apc_136204,apc
cnb_42676,cnb
pkb_32694,pkb
mgb_95797,mgb
mwq_30472,mwq
wbp_108995,wbp
nxa_171867,nxa
aln_92270,aln
taz_14043,taz
ymm_40759,ymm
dbv_31418,dbv
gvo_28373,gvo
gun_202347,gun
arz_109618,arz
kam_75895,kam
ban_49312,ban
mos_159791,mos
dka_54572,dka
lbf_06858,lbf
ubr_85320,ubr
kfy_37285,kfy
rel_214431,rel
mip_37670,mip
klb_104271,klb
gax_59882,gax
nnm_156337,nnm
her_23199,her
dyu_208631,dyu
ach_13404,ach
trn_141464,trn
mzp_154798,mzp
ssk_62300,ssk
zau_214256,zau
pse_167135,pse
kqs_20725,kqs
gwn_159481,gwn
tog_25467,tog
twx_153490,twx
tzm_150866,tzm
kqs_20710,kqs
mpj_183635,mpj
zns_142329,zns
wme_140333,wme
als_06464,als
mdy_11262,mdy
loz_108306,loz
oma_41964,oma
men_60902,men
prs_44009,prs
seg_90436,seg
lug_139193,lug
mhw_22956,mhw
bot_41526,bot
cek_13742,cek
tuk_93154,tuk
sif_83261,sif
eng_130374,eng
igl_187744,igl
wal_176652,wal
txu_94322,txu
gup_208026,gup
khw_46795,khw
meu_114328,meu
sgp_33732,sgp
clj_94981,clj
tuk_93167,tuk
mkn_111389,mkn
amh_03713,amh
toq_07079,toq
mpx_124913,mpx
blo_14315,blo
yiz_74299,yiz
suy_86639,suy
ubr_85300,ubr
pib_45837,pib
nij_81521,nij
kab_134870,kab
gvo_28370,gvo
cfm_182183,cfm
snc_205401,snc
nhd_115503,nhd
lhu_174566,lhu
con_05732,con
nii_163754,nii
bhj_119650,bhj
nmi_212786,nmi
bns_219691,bns
wbp_109033,wbp
gno_76035,gno
zlm_00318,zlm
snc_205363,snc
mab_208465,mab
pga_167046,pga
mlu_219613,mlu
nyf_173035,nyf
yrl_80493,yrl
ceb_198821,ceb
blb_154425,blb
ses_165948,ses
bis_61280,bis
tml_126161,tml
rjs_138547,rjs
mzp_154661,mzp
ute_173411,ute
nnw_191551,nnw
fra_190246,fra
kge_04742,kge
etr_83173,etr
msc_67616,msc
vah_147556,vah
sbx_38725,sbx
ghl_156456,ghl
ebu_195547,ebu
<unk>_163067,<unk>
fub_162219,fub
nyu_82608,nyu
bug_109261,bug
pmy_165514,pmy
nnw_191584,nnw
lns_28877,lns
kqp_90136,kqp
lsh_145487,lsh
atd_65500,atd
bxk_132658,bxk
kgk_26131,kgk
tod_47964,tod
ese_117443,ese
xho_175939,xho
acm_209500,acm
som_100427,som
gvo_28365,gvo
atd_65585,atd
ort_83157,ort
suv_110868,suv
hau_136503,hau
tos_84735,tos
rml_60469,rml
yeu_201958,yeu
kmc_162746,kmc
dks_66244,dks
saq_122468,saq
srq_216865,srq
agg_19269,agg
duc_14504,duc
bjg_69195,bjg
yue_32852,yue
mxu_156560,mxu
sml_167260,sml
mos_159779,mos
pnq_152054,pnq
lif_153367,lif
xdy_203181,xdy
jaa_205761,jaa
ino_56900,ino
aki_18301,aki
gnd_152677,gnd
eng_194201,eng
ifu_219872,ifu
bxk_57579,bxk
bac_26793,bac
mug_213981,mug
lnd_37539,lnd
gju_144612,gju
ukr_24170,ukr
pmf_69599,pmf
xdy_18420,xdy
the_94791,the
lbk_165862,lbk
jpn_156959,jpn
sfw_125153,sfw
tgl_13020,tgl
hld_03337,hld
swh_67201,swh
scg_147456,scg
dde_199330,dde
hru_219021,hru
skr_195953,skr
tuy_27403,tuy
mya_48475,mya
mbq_191371,mbq
skx_120088,skx
cnh_164452,cnh
dwz_187681,dwz
pmq_181621,pmq
plc_32413,plc
pnc_54755,pnc
sin_204250,sin
cia_84127,cia
lsm_95612,lsm
cas_158611,cas
xte_86319,xte
mzi_155320,mzi
gbi_120307,gbi
mrd_118855,mrd
hlb_78609,hlb
fuf_180503,fuf
cog_146521,cog
dos_10292,dos
sxb_188172,sxb
ury_191635,ury
tnv_141062,tnv
csk_72756,csk
gvc_99843,gvc
skx_120135,skx
lrm_178124,lrm
mim_192754,mim
gbe_23826,gbe
hin_127587,hin
umb_193036,umb
swh_219187,swh
hed_11818,hed
thy_200148,thy
bod_153729,bod
gas_20467,gas
eng_88239,eng
arb_170367,arb
arb_170390,arb
maw_171035,maw
keu_63408,keu
mzp_154573,mzp
hii_206327,hii
gnw_173355,gnw
unr_151157,unr
gax_177302,gax
rel_214624,rel
gri_211928,gri
nyf_173068,nyf
ddg_72232,ddg
kex_101110,kex
cmn_61606,cmn
skx_120190,skx
mxv_107067,mxv
aui_40220,aui
fra_190002,fra
orc_49855,orc
bem_12962,bem
hii_206392,hii
lra_64689,lra
new_172588,new
yog_65737,yog
hin_110626,hin
tml_126162,tml
mya_48485,mya
sml_167275,sml
spa_130901,spa
bib_72029,bib
mjw_175373,mjw
slv_74588,slv
nuy_62678,nuy
tcy_107762,tcy
txu_94309,txu
bwu_201306,bwu
mfi_192423,mfi
tum_32222,tum
hin_127584,hin
pri_134264,pri
far_153293,far
hea_99171,hea
oub_71101,oub
tsr_141114,tsr
ksn_207009,ksn
tkt_189272,tkt
nst_87535,nst
fra_160760,fra
mau_137100,mau
gvr_29057,gvr
pse_50992,pse
gog_74890,gog
acm_209526,acm
rgu_105979,rgu
mib_81176,mib
ycl_195823,ycl
tnv_141035,tnv
coz_55685,coz
nnz_82137,nnz
mej_78460,mej
pex_80176,pex
toq_07161,toq
ulu_20333,ulu
sbd_185623,sbd
crn_202448,crn
mho_103957,mho
ayz_126934,ayz
tcc_147896,tcc
kqp_90125,kqp
ntj_209129,ntj
wme_139894,wme
rus_113894,rus
jav_83413,jav
yao_39286,yao
kha_112385,kha
gnd_52348,gnd
tuk_93372,tuk
lin_36289,lin
plt_168896,plt
mas_31036,mas
orc_50542,orc
aui_40465,aui
mpg_119038,mpg
kdh_124592,kdh
swc_186135,swc
kab_134915,kab
bjn_62780,bjn
taz_14038,taz
cac_29700,cac
arr_49837,arr
khg_34378,khg
jra_104195,jra
cmn_178428,cmn
hau_65335,hau
sun_86838,sun
nyf_173060,nyf
nmn_51685,nmn
urd_35907,urd
kef_41343,kef
ubr_85294,ubr
wbl_122216,wbl
ven_212182,ven
lir_141329,lir
ebu_195419,ebu
skr_145293,skr
<unk>_163062,<unk>
hin_110645,hin
por_191719,por
hoa_86441,hoa
swh_120711,swh
bvd_129458,bvd
lif_01657,lif
fuq_209601,fuq
gvc_99860,gvc
war_103475,war
mvg_41053,mvg
ium_168329,ium
nlx_127757,nlx
xnr_146483,xnr
phr_122705,phr
tsr_141153,tsr
pan_71763,pan
kvx_193947,kvx
mas_31054,mas
plt_168885,plt
irn_13525,irn
bwu_201340,bwu
kil_105677,kil
fra_190190,fra
bzv_187237,bzv
Zambia_109279,Zambia
bxk_12486,bxk
ekl_11404,ekl
pmf_69597,pmf
pce_79344,pce
kpb_213903,kpb
sfw_125301,sfw
arb_170315,arb
whg_147718,whg
ary_176920,ary
lag_181459,lag
asy_193273,asy
lra_64690,lra
ben_149693,ben
mki_179833,mki
ibg_86245,ibg
bkr_52973,bkr
djr_190509,djr
guj_211664,guj
kdh_152604,kdh
sot_38954,sot
cdz_04907,cdz
amh_03448,amh
siw_217903,siw
nus_02091,nus
boq_108179,boq
slv_74439,slv
mwf_35408,mwf
maw_171149,maw
bis_61137,bis
ntj_209170,ntj
thf_158245,thf
mmc_83575,mmc
guz_54661,guz
bit_164717,bit
nan_56590,nan
btt_111032,btt
apd_137397,apd
mkw_180879,mkw
gvo_28512,gvo
hia_215113,hia
rgs_160136,rgs
ntp_21119,ntp
tmf_35654,tmf
myw_156472,myw
amh_03666,amh
wmd_179147,wmd
sdq_86134,sdq
njz_76376,njz
quh_19007,quh
mdy_11252,mdy
dgo_174667,dgo
kin_120906,kin
soe_209442,soe
taw_159266,taw
mxv_107184,mxv
hni_107695,hni
tuy_27352,tuy
maa_171985,maa
pex_80159,pex
tsg_15516,tsg
por_95277,por
mkd_213484,mkd
zaa_07781,zaa
tdt_179055,tdt
ria_74102,ria
lam_24700,lam
mct_52026,mct
sil_81791,sil
guj_188971,guj
zne_108052,zne
sil_25862,sil
nlu_68558,nlu
ntp_21143,ntp
saj_04542,saj
jna_117610,jna
kls_136721,kls
ayz_126947,ayz
gno_89160,gno
tbp_55606,tbp
trc_34207,trc
prf_135515,prf
nia_202067,nia
all_138854,all
dyo_191146,dyo
tye_77871,tye
jda_211991,jda
kji_101719,kji
nzm_124803,nzm
cfd_178965,cfd
kfy_151942,kfy
kgk_26231,kgk
fuf_94743,fuf
tpi_49107,tpi
gun_202256,gun
guc_176433,guc
hoo_100050,hoo
aln_92304,aln
kdh_152634,kdh
bcq_116210,bcq
mie_101506,mie
aim_123492,aim
lua_96200,lua
klo_177510,klo
srn_163653,srn
nza_105358,nza
qxu_32003,qxu
thq_51946,thq
gur_87090,gur
yaa_04707,yaa
twi_167753,twi
nst_221064,nst
tlr_156435,tlr
bod_66770,bod
stt_55043,stt
mxt_204588,mxt
mww_192595,mww
xkk_27710,xkk
jiu_184120,jiu
zim_11576,zim
kbr_22049,kbr
arx_80645,arx
eng_65019,eng
her_23260,her
shn_126551,shn
lif_01671,lif
qud_07215,qud
jaa_154132,jaa
uzn_45326,uzn
gbo_104839,gbo
bhw_55591,bhw
rhp_221109,rhp
not_65807,not
kbx_198434,kbx
asy_193286,asy
kqb_103088,kqb
tcu_147260,tcu
ben_144357,ben
tsn_200561,tsn
esg_82180,esg
jiy_201711,jiy
thf_158253,thf
emk_111971,emk
adi_05304,adi
enq_221265,enq
bem_12889,bem
att_21359,att
orc_50180,orc
lbf_19550,lbf
urt_26523,urt
kjc_01024,kjc
kls_136706,kls
bxh_17749,bxh
nan_134942,nan
cav_179287,cav
nhw_10997,nhw
mpd_182678,mpd
nas_00778,nas
trp_163406,trp
plt_169116,plt
mma_195704,mma
abt_134087,abt
soq_131890,soq
aal_206257,aal
wca_142028,wca
zns_142331,zns
mpd_182665,mpd
rus_113994,rus
brx_53127,brx
djr_190437,djr
ghe_37321,ghe
ind_186879,ind
ter_216072,ter
xho_175888,xho
tha_52735,tha
gbk_188522,gbk
sna_117987,sna
hts_58617,hts
bde_142039,bde
fuf_180584,fuf
twh_193436,twh
xer_207957,xer
lro_113451,lro
kiw_119924,kiw
thr_80874,thr
swc_186023,swc
skr_196056,skr
tca_13836,tca
gia_201762,gia
sbd_185791,sbd
gya_197293,gya
dwy_04066,dwy
ver_30739,ver
nso_217386,nso
alz_116875,alz
gup_208003,gup
wbf_62751,wbf
dyu_208734,dyu
dsh_220653,dsh
swh_120565,swh
lom_174305,lom
tlr_180150,tlr
cko_69440,cko
wib_143375,wib
sbd_185506,sbd
khz_75466,khz
yiz_74292,yiz
Zambia_35536,Zambia
mkw_180733,mkw
wal_176620,wal
ble_121127,ble
zab_25574,zab
bis_61209,bis
ssw_54696,ssw
sna_118023,sna
ffm_101083,ffm
afr_08676,afr
pis_143884,pis
dkx_60159,dkx
mfz_135411,mfz
guj_189103,guj
sbu_197351,sbu
npi_30099,npi
sna_117888,sna
mef_83084,mef
ayr_187897,ayr
knk_146638,knk
pwb_77126,pwb
tac_57485,tac
sou_41852,sou
orc_50089,orc
uzn_45131,uzn
rmn_103387,rmn
doz_127810,doz
yao_39370,yao
nim_38228,nim
mxu_156576,mxu
khk_37065,khk
mhw_22946,mhw
mpm_02182,mpm
sxb_188320,sxb
apd_137416,apd
aai_81073,aai
vaj_103539,vaj
kir_209021,kir
swp_137646,swp
arb_170260,arb
sbd_185654,sbd
mjt_132398,mjt
kri_21623,kri
bos_211805,bos
mkd_213541,mkd
gvo_28531,gvo
nof_115151,nof
wme_139950,wme
por_138827,por
kls_136893,kls
xav_115801,xav
nwi_168819,nwi
iba_97453,iba
cax_161812,cax
kzs_24730,kzs
thq_46448,thq
esg_82211,esg
niq_154989,niq
thf_157884,thf
dwy_04022,dwy
cao_197158,cao
bxs_44544,bxs
ban_49288,ban
nav_177597,nav
pan_71715,pan
bap_169655,bap
eng_211241,eng
wbp_108931,wbp
aui_40301,aui
swc_186094,swc
iws_25030,iws
aso_26827,aso
kjb_03419,kjb
tva_153900,tva
kdj_16855,kdj
sxb_188287,sxb
trn_141514,trn
she_181021,she
ayr_187936,ayr
jna_117628,jna
cbn_175619,cbn
srx_12014,srx
deh_58402,deh
ben_42385,ben
toq_07131,toq
djr_190348,djr
tod_47983,tod
tlr_156433,tlr
jaa_154122,jaa
bwo_178372,bwo
obo_114084,obo
upv_03788,upv
djo_56969,djo
lic_51827,lic
rol_153186,rol
tha_52582,tha
dga_103316,dga
kiw_119931,kiw
kin_120881,kin
bsh_83377,bsh
gui_53743,gui
pes_145668,pes
mfz_135397,mfz
pab_127211,pab
vah_147547,vah
ljp_151339,ljp
fra_190216,fra
uzn_45350,uzn
pab_127210,pab
mmc_83581,mmc
tke_123227,tke
kgq_90347,kgq
grt_74961,grt
npi_133454,npi
bam_71348,bam
rhg_20671,rhg
kaa_47655,kaa
sag_143466,sag
loe_200072,loe
tuk_93080,tuk
tui_103740,tui
anj_66834,anj
gbi_152926,gbi
ind_186494,ind
kor_64783,kor
seg_90384,seg
trn_141644,trn
mnk_210883,mnk
kye_212851,kye
yka_215490,yka
bgt_15245,bgt
top_196731,top
mjw_175395,mjw
gvr_29240,gvr
mnb_121237,mnb
ale_178388,ale
pol_204888,pol
ica_75139,ica
tvd_177617,tvd
gvo_28295,gvo
gng_203074,gng
zty_12258,zty
uya_171554,uya
khw_46848,khw
umb_193048,umb
mya_48398,mya
kvy_117068,kvy
emk_214350,emk
tel_70806,tel
mzq_91451,mzq
tdt_179124,tdt
ccp_198050,ccp
bhi_184277,bhi
gax_177341,gax
mww_192589,mww
hin_110592,hin
git_41983,git
nym_15114,nym
lla_55679,lla
kyu_209940,kyu
trd_18184,trd
bfr_102180,bfr
ola_155174,ola
xsu_215600,xsu
buz_88049,buz
alt_164916,alt
orc_50289,orc
tuy_27314,tuy
dka_54561,dka
ttq_85922,ttq
vaj_98017,vaj
jra_104174,jra
lok_190790,lok
npi_19930,npi
jmx_16368,jmx
roo_49187,roo
sna_117746,sna
hat_68006,hat
vaj_98078,vaj
awi_25719,awi
trd_18130,trd
quh_19101,quh
zty_12230,zty
kfx_129286,kfx
clo_34897,clo
sda_57334,sda
bbc_34166,bbc
dgo_174663,dgo
kwo_100166,kwo
khg_143144,khg
lnd_119846,lnd
ajg_220702,ajg
nti_07827,nti
bis_61309,bis
ymb_205824,ymb
miy_127570,miy
saa_115730,saa
kdh_124623,kdh
arz_109635,arz
wut_56175,wut
spa_27583,spa
nya_70068,nya
nqy_101552,nqy
bvd_129387,bvd
trc_34204,trc
bfg_31942,bfg
umb_192922,umb
tbo_218683,tbo
jmn_207585,jmn
seh_150935,seh
men_61011,men
ssi_157191,ssi
zpz_83304,zpz
mve_140445,mve
fli_22732,fli
ngl_146961,ngl
bra_168559,bra
isn_162601,isn
bkm_79956,bkm
xdy_203152,xdy
wtm_72127,wtm
top_196596,top
lga_190714,lga
guk_14213,guk
crn_202457,crn
tdx_113261,tdx
xuj_182060,xuj
kue_63133,kue
zne_107867,zne
hue_145119,hue
soq_131764,soq
cnb_116593,cnb
guc_176428,guc
bqc_168660,bqc
lew_107450,lew
nku_197772,nku
swi_96619,swi
kqf_127842,kqf
kvq_65951,kvq
mpm_183069,mpm
kfk_149390,kfk
kuj_205233,kuj
sce_80292,sce
mpd_182640,mpd
grt_75058,grt
bfa_127392,bfa
tpe_46358,tpe
kaa_47599,kaa
sdq_51597,sdq
mgc_199147,mgc
poy_72211,poy
cmn_89964,cmn
hav_68967,hav
thy_200154,thy
teo_142751,teo
nlu_68585,nlu
liu_148730,liu
awn_49599,awn
rau_138982,rau
tet_202539,tet
swh_219417,swh
mqj_65838,mqj
atp_55806,atp
lew_173700,lew
maf_23498,maf
nst_221069,nst
dzg_91307,dzg
ven_212087,ven
eng_88449,eng
qul_58182,qul
djo_133375,djo
zaw_92405,zaw
dzg_91351,dzg
eng_03396,eng
zao_176684,zao
uig_101773,uig
nyd_203817,nyd
wnc_175023,wnc
eng_173921,eng
uki_207527,uki
zul_109926,zul
tam_82325,tam
ums_154260,ums
mxj_09465,mxj
klr_23715,klr
aly_97482,aly
eyo_91906,eyo
duc_14385,duc
xon_47719,xon
tha_52761,tha
dsh_20925,dsh
kam_75747,kam
por_191928,por
adx_70628,adx
uzn_45199,uzn
vor_177802,vor
wnc_174901,wnc
mww_164003,mww
mxe_156144,mxe
lnd_90026,lnd
sfw_125245,sfw
unr_151278,unr
twi_167887,twi
gvc_99910,gvc
mfz_135481,mfz
pmi_149586,pmi
nas_00790,nas
mhy_203612,mhy
ycl_113054,ycl
qvm_154909,qvm
tur_104985,tur
mjt_177877,mjt
twx_153455,twx
anj_165450,anj
aif_142975,aif
bix_112665,bix
wol_211147,wol
cmn_61654,cmn
lig_64999,lig
kde_45971,kde
tna_151739,tna
ktn_185862,ktn
ita_57107,ita
mix_00940,mix
pmf_69544,pmf
wad_88859,wad
ron_100718,ron
sgc_108641,sgc
fvr_126214,fvr
auc_174223,auc
alt_164897,alt
tro_59433,tro
noe_101937,noe
hoc_143103,hoc
fal_20596,fal
kge_191681,kge
bgr_63889,bgr
nxd_163331,nxd
pov_171299,pov
nac_48618,nac
lkn_122082,lkn
jml_22417,jml
sgb_14154,sgb
cgk_121566,cgk
ven_212079,ven
dde_199383,dde
ztl_09727,ztl
yal_171614,yal
mej_78602,mej
lao_85143,lao
tca_13875,tca
cat_114569,cat
asm_137891,asm
npi_20032,npi
ses_166053,ses
agr_170503,agr
clk_200110,clk
nhp_03859,nhp
xuu_119450,xuu
ktu_134054,ktu
qvo_187813,qvo
bxg_196369,bxg
zlm_00329,zlm
new_162330,new
mjt_132493,mjt
tam_82379,tam
pxm_158504,pxm
ort_83156,ort
drd_54810,drd
hui_112517,hui
yao_39497,yao
shr_221420,shr
bjj_158355,bjj
ebu_195486,ebu
atd_65561,atd
kde_45960,kde
cua_67831,cua
lao_10014,lao
quh_31362,quh
mni_148988,mni
rus_113946,rus
knl_55750,knl
lwg_90884,lwg
waw_60528,waw
dzg_91343,dzg
npb_141203,npb
rol_153216,rol
mbi_175090,mbi
ngc_34818,ngc
xtn_184998,xtn
itv_102749,itv
pov_171387,pov
kqs_20811,kqs
grt_105551,grt
pbu_211085,pbu
bob_168620,bob
hts_58796,hts
dje_77467,dje
gaz_59120,gaz
ttq_85997,ttq
nwi_144235,nwi
mki_13983,mki
tdt_179100,tdt
dyu_208818,dyu
lin_36298,lin
trp_163452,trp
bim_201628,bim
ron_100765,ron
gur_43952,gur
dio_42854,dio
mas_31180,mas
kfp_80692,kfp
pes_145715,pes
bqr_187728,bqr
slv_74501,slv
pln_47370,pln
ttq_86092,ttq
mkd_213554,mkd
bkm_79952,bkm
dnn_75210,dnn
fuq_209599,fuq
kvr_33128,kvr
ese_117460,ese
xky_44515,xky
bam_71446,bam
arz_109554,arz
zps_193368,zps
bfz_55063,bfz
nnw_191568,nnw
pov_171367,pov
bxk_12427,bxk
nhy_44710,nhy
oro_105587,oro
lga_190607,lga
mpt_156731,mpt
nud_64744,nud
ygw_92955,ygw
itt_12659,itt
wol_172117,wol
aui_40327,aui
new_174786,new
swp_137741,swp
siy_104385,siy
rol_153159,rol
sna_117810,sna
kjs_65700,kjs
xsq_186395,xsq
kdp_01230,kdp
tog_25535,tog
bdl_64944,bdl
plt_169015,plt
ish_146194,ish
jdg_55695,jdg
szb_189983,szb
bru_02201,bru
kqf_127907,kqf
fli_216959,fli
slv_74512,slv
grt_105488,grt
age_206146,age
mya_48340,mya
gga_172823,gga
gnk_182861,gnk
pga_166944,pga
hut_149975,hut
gid_99354,gid
nij_81512,nij
cnl_35235,cnl
tzo_129119,tzo
nih_87657,nih
vor_177793,vor
lep_107548,lep
iba_79226,iba
sna_118044,sna
tcz_140824,tcz
foi_179663,foi
mhu_38614,mhu
mdr_191328,mdr
tyr_148251,tyr
bun_04320,bun
pof_31639,pof
Zambia_200951,Zambia
tpx_118418,tpx
maw_171193,maw
bim_201541,bim
ygr_41110,ygr
kqj_130072,kqj
qxl_84562,qxl
nas_00606,nas
wwa_169648,wwa
ssi_157131,ssi
kfs_94448,kfs
eng_43347,eng
gur_47052,gur
tog_25394,tog
loe_200057,loe
mjt_132492,mjt
gng_203079,gng
gil_105803,gil
dje_77534,dje
qud_178718,qud
ceb_198876,ceb
ibg_210575,ibg
dww_51133,dww
saq_122388,saq
blf_83849,blf
hak_55978,hak
tgl_13170,tgl
twi_167993,twi
cly_38598,cly
bvc_73231,bvc
ary_176981,ary
mzw_94662,mzw
knt_52230,knt
mie_153258,mie
rad_160074,rad
okh_116949,okh
kbr_22129,kbr
avu_123353,avu
xuj_164120,xuj
eng_88245,eng
Zambia_109392,Zambia
ptu_21808,ptu
bug_109262,bug
nar_184953,nar
rus_113988,rus
wol_172134,wol
adi_193662,adi
bbc_34114,bbc
yiz_74311,yiz
ngu_126084,ngu
ben_125839,ben
smy_55854,smy
tbo_218638,tbo
nym_14929,nym
ssw_147096,ssw
thf_158116,thf
asy_193271,asy
kye_213078,kye
ble_121037,ble
sdr_93874,sdr
swp_66988,swp
sun_86864,sun
ium_180720,ium
acm_138994,acm
fra_160967,fra
mqz_07693,mqz
mrm_10926,mrm
gux_117219,gux
zlm_24410,zlm
biv_16159,biv
dug_158881,dug
ifu_195779,ifu
xav_115764,xav
arb_170362,arb
gid_99413,gid
czt_39145,czt
eng_43586,eng
qug_17037,qug
<unk>_170425,<unk>
csa_104081,csa
jac_81192,jac
aaz_116553,aaz
gun_202265,gun
mkd_213591,mkd
mar_78688,mar
eng_174067,eng
nhr_144965,nhr
srb_170223,srb
men_60841,men
tdx_113133,tdx
beu_197881,beu
ood_52303,ood
tum_32272,tum
shk_09538,shk
kek_129220,kek
guc_176423,guc
xsq_186402,xsq
swh_67234,swh
kdj_16867,kdj
lus_216534,lus
bhw_55570,bhw
lwo_172379,lwo
tsn_200321,tsn
maa_171982,maa
nso_217597,nso
mkn_111396,mkn
nyq_220539,nyq
aaz_116438,aaz
kno_82837,kno
ksw_36477,ksw
mgp_53459,mgp
lrm_178136,lrm
oki_78918,oki
tik_04788,tik
anu_130482,anu
ben_125643,ben
gom_198715,gom
yue_32804,yue
swh_120608,swh
kud_102879,kud
mme_154306,mme
lug_139132,lug
dww_51088,dww
say_73002,say
bxk_132653,bxk
sbd_185562,sbd
cfm_145882,cfm
mzi_155333,mzi
kfg_200857,kfg
gur_43755,gur
okh_116934,okh
khe_92836,khe
kaz_36961,kaz
eng_194338,eng
nst_45558,nst
lri_39103,lri
ctu_147820,ctu
csh_198385,csh
mzw_94661,mzw
dig_160462,dig
pof_31482,pof
eng_43311,eng
xmm_145255,xmm
gvo_28419,gvo
wlw_133100,wlw
swh_219472,swh
zpn_38428,zpn
zab_110506,zab
vie_217132,vie
mjc_108748,mjc
tam_82526,tam
ums_154261,ums
tpx_86288,tpx
uba_199705,uba
kuj_205224,kuj
tso_53280,tso
kwd_172237,kwd
khu_93519,khu
ssn_187416,ssn
eyo_91937,eyo
kru_199524,kru
mrn_121883,mrn
jdg_55709,jdg
sjb_136265,sjb
shj_14346,shj
ssn_187576,ssn
akh_03907,akh
lec_98434,lec
mim_62887,mim
bvc_73189,bvc
tpe_46350,tpe
teo_142816,teo
soy_53533,soy
lit_96579,lit
yes_117347,yes
haz_84949,haz
gri_211906,gri
apt_63466,apt
mev_56769,mev
vrs_124531,vrs
wib_143368,wib
dgx_160076,dgx
lae_156355,lae
