audio_file,segment_id,time_start,time_end,duration,transcription
02_Liboria_May,3,23.808,37.44,13.632,in wili mejen paala in p'at mai kuchain ci bin odzis nujco elo cooska pero si machi ustintaa quibin wacaqui kuchene jeec bine quibin jelo ma alo quibin
02_Liboria_May,4,37.44,47.2,9.76,na cen timp sitnh canbalotpucsn kcobbi bi ubino kslote cakantibino
02_Liboria_May,5,47.2,62.144,14.944,kakbine e wakibisiktanupe karga akkibi cyali men kican tana tyalig mihempala kucank micanw kak bine ma atang kibi
02_Liboria_May,6,62.144,76.768,14.624,mano qui' biz ten qibi mano bixenta c meenti petz yan in kaxic ta pu'uch que alabi a bin kaaxyete aak aak jool war ba'ax quen u kax beyoc u kaxa ka tziitnaje'
02_Liboria_May,7,76.768,90.72,13.952,aanca siitnae tu pu'uchex nuj cojo ca pu bino'o yaac mine' wa ca quii chaay jin dzuudze' q bin tajtaaqin dzu'udzqes mare ma' taan qibe bica tooquen qibe ma' que biin
02_Liboria_May,8,90.72,97.056,6.336,ka kon se gerta beka hoo pu bi no o helo ka bin
02_Liboria_May,9,97.056,104.992,7.936,iac bine' ca biqui' bine ca bintoqui t'abe ac tu'ux qui' yano' lati ca qi pudze binte u meeintaj
02_Liboria_May,10,104.992,112.992,8.0,le bine' ootix nuj coje yaje tumin cu chilanqij lun beya ca yilu u cotzquey ba'ax quieletu pu'ucho'
02_Liboria_May,11,112.992,123.168,10.176,asiah jos binog yeela le aaq baika e lubo ga pubi a lokkatum huptu paachi ukkashte
02_Liboria_May,12,123.168,128.768,5.6,lok kastab jelok kaa bin kadzuntii je u jene' ts'arbayo'
02_Liboria_May,13,128.768,141.472,12.704,kaj ti oocleti' kawjo'op u ya'ic beyo jeba dzarbay nu paba dzarbay jeba dzarbay ti'i qich'uya'ani' yaac mine otix no kojoj je'el in puudzo' kbin let ye'ela' qebi
02_Liboria_May,14,141.472,155.104,13.632,taa bine' quea c bine' baan ca caxtic te'elo' que ala bin mix ba'a c bi u tene ceste cu dzaabayooc oca wey weye' ca qui dzaaben te'ela' tene tianeni' a ma' jaaji' q bi
02_Liboria_May,15,155.104,169.76,14.656,teeche ta tooquene' quibi jelo ca bn ca biin aala' ti' beyob jelo ca ooquen ca  cane kayqimenca qibi ca joop'u u kay xan
02_Liboria_May,16,169.76,178.144,8.384,ajelo dza canic pain janbi jan aj p ora qin suuteqibi o dios otzis nu coje caj quii paati
02_Liboria_May,17,178.144,191.136,12.992,yaiaaikabis ma wabinkaui binekiaubine nupabatsarbayi nupabatsarbayi kiubinetsa kituhepe akubinebishlukenki imenti lyos miyo kibini
02_Liboria_May,18,191.136,205.12,13.984,cu ceen kuluc ba beyte' iche ba'axo' pero kaaj tun li' bin beyocab yaic jeeb ba dzarbay jeb ba dzarbay jebba dzarbay ca bin yeje dzooqiche  jakial ca bine' dis biin tomeinte
02_Liboria_May,19,205.12,218.592,13.472,elo u kuchu tuun bine' lechaan coneejo bino' ca j ooc ti' u p'eet sajca' ooc te sajca' bino' cheen xatla' muchan ooque cheen laatma bin u naket sajca' beya' que ac bine
02_Liboria_May,20,218.592,231.2,12.608,jaie teen pudzoqibi ooraqui ooc bin teej sajcabo yaan in jantic bejla ibi ooc tej sajca bino ca bin ola wa niitoque ala bin teecheta tu seneial
02_Liboria_May,21,231.2,243.2,12.0,du qui biin tene te tze cu dzaaba yookol cab ca j dzaaben te sajcaba' qui bin ta wilic bix yanile up'el yoob mejen oocob bin beyal cheen laatmabin bi
02_Liboria_May,22,243.2,255.872,12.672,kac bietin set ca anac c bin wa ca qui woote c bin ja qui aantquene  bi taa bine otix nuj cojo ca tu cheen laat abin xane sajcabo'
02_Liboria_May,23,255.872,263.552,7.68,u cheen sachla'ama biin yooc yaac bina pin jan bi janaj ora quin suute' quin suute ca biin a ma'alo'
02_Liboria_May,24,263.552,272.768,9.216,j p'aat bin tej tzajcabo' ca  bini lelo ti'an bini' cu laat ma bin tem nation cojer tzajca beya
02_Liboria_May,25,272.768,282.144,9.376,u champeektuk a bek yu keku fuut le ku kalatik nak bin jeak yaak bine le posee lacentu tusen ki bin ma
02_Liboria_May,26,282.144,296.992,14.848,kabintu lu sukka bekkik bishku hengle ba shoba bi la ce u napiesa yani a helokak hok yak kabinchaneh bini kapubbi le beeku biskot bi kuchutum bine kabintum
02_Liboria_May,27,296.992,305.952,8.96,yijeeche le tuune'x ta' ca'anilo' ca bin ti' ooquet te mi deel le ba'alob mi bey aake'
02_Liboria_May,28,305.952,318.176,12.224,ndanki ngiyici ala be yo me bingusatsa akenot'intsa bine lung oma kubine balo tsokole kuca asut uca bin alaa binte etetse
02_Liboria_May,29,318.176,326.432,8.256,mak teen te ne dios bu kat tiempo tz'anak tz'a' quen teela ma tin paj tin patic ba xe ko'oten
02_Liboria_May,30,326.432,337.76,11.328,hublene wilbashken imente kemnyale beyo tim kubimbi nejambalo ukhanta tokole autu kukanta kuqatutu
02_Liboria_May,31,337.76,347.264,9.504,jelo ti ch'uya'an bini' ca tucaacoon tzeyir tex n cojo' ca p'aatac u canaan techan baax tuux yano'
02_Liboria_May,32,347.264,355.424,8.16,aca bin jok chan t'ul tun bine a yios vintumenta c'uchu tun bin che u p'e jaltun bin beya
02_Liboria_May,33,355.424,369.536,14.112,peno joch jaltu a bij na'ak yaca bucha conejoy binte' bey tu kabeche'o ti binche noca'ani otis no koje ca bin taaleqeac bine do mio u qencbi
02_Liboria_May,34,369.536,382.272,12.736,ca bin tu xoon yukeja'ob quilic bine ti'an u fotocha t'uul te icheja'ob pero ma' tumen wa wa te icheja' yanob bey le toca anaya ajal u foto beya'
02_Liboria_May,35,382.272,394.944,12.672,chicaan iche ja'ab aja ti ac bine yaan in laj u'queja ca in jaante bejle in aan salbacioon ti' qibi jup yukbine jab ti u bique dzu na'ajtale cu ca tuubic
02_Liboria_May,36,394.944,402.24,7.296,machaan le bin kuquiimeintic oo tilee' ca bin quii waab kuchaanaqe' caj quiin ootix nujcoj
02_Liboria_May,37,402.24,407.808,5.568,le bine dzu'ulo' ti noca'ani' ba'ax cu quisic leti'e ca'anayaj aja
02_Liboria_May,38,407.808,413.248,5.44,otish t nug tuul bina baytun binkii shuuliigti ooti loo ha beyo
03_Eligio_Uicab_Jatswooj,1,0.0,14.528,14.528,le wa a kaat quin tzicbaj teech mayal leti' le ba'ax uuxte' c nuuquilo'obo' lela' le ca j uuxte' c nuuquilo'obo' uuche' jach taj yan ja'asaj oo
03_Eligio_Uicab_Jatswooj,2,14.528,22.624,8.096,asa o je'eloc u jo'olo kaaxo' yaan u kaaba' jun p'ee u kaabe baalanco baalanco
03_Eligio_Uicab_Jatswooj,3,22.624,30.912,8.288,u baalaan cuuba paache che' xano ti'al a kaatlecu jaadz kaatqueche ti'al u bis u baketi u mejni u mejni
03_Eligio_Uicab_Jatswooj,4,30.912,39.168,8.256,te'ero le tuune ootzi macoobo le ti'obe' co o mina' riif leti'obe' cheen yeetel yujum tuun yujum tuun yeetel lanza
03_Eligio_Uicab_Jatswooj,5,39.168,48.0,8.832,yun du ne yun du ne le gupiq ti go bie cutsa' ya ti e cuquinz goo peru le tu ne le le baa dxe bio cutaac cuba
03_Eligio_Uicab_Jatswooj,6,48.0,62.88,14.88,ca kaata tu tzeel le ma tawii ma ta wilic pero le je'elo jach taj cheen bey traisioneroe ukaat cu naysiqyoo maac cu naysiqyoo maaque' leti' a tuna maane' com u yaan u mejnilo'obe' uqueen uj
03_Eligio_Uicab_Jatswooj,7,62.88,68.768,5.888,jampaytech beya le a bakelo'o cu ch'i'ic le quen u lu'secho cu quiinsquech
03_Eligio_Uicab_Jatswooj,8,68.768,80.448,11.68,le tuunequeen u quiinsech beyo' letie' u na'atque' leti' aptaam yetel a pocsiikalo' cu ch'i'ique cu bisic cu bisic beyli u janlo' le ti'obo'
03_Eligio_Uicab_Jatswooj,9,80.448,92.832,12.384,a tuntiajen nu cuch maacobo le la este ma' chen cu menzo' biq yanula que yanula' e ti' tune cuman bey kulan pachi beac u bin bie ma' ta naat que tus bini
03_Eligio_Uicab_Jatswooj,10,92.832,103.936,11.104,leti' tunelo' u kaabe jaadzoo'o jaadzo'o awa ba'ax teen jaadzooo yaan u jaadzkaatquech beya' yaan u jaadzkaatquech cu  ta'al u p'uchquech
03_Eligio_Uicab_Jatswooj,11,103.936,109.984,6.048,e lol te wane jaadzo oj beyob leti'obe' cu yaantalo'obe puul tu paach che'
03_Eligio_Uicab_Jatswooj,12,109.984,118.272,8.288,umo le uuch nujuch kaaxo' ti' cu baalant cbaabi' pero le tuune ca ti'ab le maaco'oba' co'ox u much'cabaqui
03_Eligio_Uicab_Jatswooj,13,118.272,131.904,13.632,caox much'cabe ca paatac istic ye ba'ax quej mentie baalche'o tumen ya'aqetlaacalo'obe dzu quiinsa'alo'ob ca tuun tiyaajel le ti'e le ula jun tuul oqui patequi p'atequi
03_Eligio_Uicab_Jatswooj,14,131.904,143.296,11.392,ma' te jan beet mix ba'aj paatic ilique' tu'uxan u saajcabo'o' u saajcabo'o' le tuune saajcabo'o tu'ux chocloj we wen yeetel u mejnilo'o'
03_Eligio_Uicab_Jatswooj,15,143.296,152.448,9.152,e wa queen u caxto'obe' u bake este maaque ti'i cu bisa'ali' ti'i cu bisa'ali' quen ojqaxte'etu saacaboo yaan u baaque maaqui'
03_Eligio_Uicab_Jatswooj,16,152.448,158.496,6.048,yang lubahkan uba kante lubahkan lokbelah ubar ken lobelah lah tidak ni
03_Eligio_Uicab_Jatswooj,17,158.496,167.456,8.96,pe cheen le cu meentco'ob tuune ca ti ojeeto'obe deequil le ba'alo'obo tu ya atal le jadzoojo tu yaatal le jadzoojoobo
03_Eligio_Uicab_Jatswooj,18,167.456,177.92,10.464,tu ya'atalo ca ti'ajobe' wa c p'atque ba'ala' jeec ch'eejle' cu ya'alic leen ch'eewo'on beyo' binqu biinquej ya'ataqui
03_Eligio_Uicab_Jatswooj,19,177.92,183.744,5.824,je'e tuun cu bin u ch'a'ob u paache le jaadzoojo' cu yocol p'ujbile'
03_Eligio_Uicab_Jatswooj,20,183.744,194.24,10.496,le queen yubtu p'u'u u beyo quyu'ubic bey tu taalee le  auto leti'e c u ch'en xiquintque estel ba'ax teen ba'ax teen quiauta'a
03_Eligio_Uicab_Jatswooj,21,194.24,204.352,10.112,pees quel leti'e ba'ax teen quijawtale ti'al u jo'osa tuxal u lak maacoob leti'ele le cu ch'uuco'obob ch'uuc ch'uuc cu ch'uuctico'obe ba'ax cun taaj
03_Eligio_Uicab_Jatswooj,22,204.352,217.952,13.6,leloc u ta'accubaab beya' cu baalantube le baalche'o pero leti' ma' tan u uu cheen cu janpuluba ma' yaan u cha'aca naadza ti uxa
03_Eligio_Uicab_Jatswooj,23,217.952,225.696,7.744,caika naatza tu'xanel leqen taac u don ma'lobiken u jaatzkatkech beya' le ten aalabe jaadzwo'oj
03_Eligio_Uicab_Jatswooj,24,225.696,237.376,11.68,jaadzo'o ye'el wa le tuune beyoo' yaan tuunel leti'e un p'eel maac ach jooben bey w yaac palit u ca'aje' ca tie p'attika quei j p'atika teen quinina' tin wa yeetequi
03_Eligio_Uicab_Jatswooj,25,237.376,245.888,8.512,ba'ax teech ca na'tabasi le ba'axo' ma' le ca tuclique' leti'e yaana ba'ax cu tuclic leti'e tu tuclique' u quiinsquec
03_Eligio_Uicab_Jatswooj,26,245.888,257.088,11.2,letie ma tu baaxa letie le queen u quiinsache yojel ba'ax ten yojel ba'ax ten teel w le ca ti aje le maac bi a p'ate'ex ten teen qin na ati mayeete
03_Eligio_Uicab_Jatswooj,27,257.088,267.04,9.952,pero leti' le kiino'obo' tu biin u ya'ataj tu biin u aapansaale pero mieentas le tibe tu biin u ucheejlo'ob iquil u quiinsa'alo'ob
03_Eligio_Uicab_Jatswooj,28,267.04,273.024,5.984,qes jun p'eel u kiinal tu'une ca ti'ajo'obe' le ba'alaqui wac p'atquela
03_Eligio_Uicab_Jatswooj,29,273.024,282.176,9.152,tian queen dzo'oque ichic nailedz u yocle jaadzmoojooque leen ooc ichnaje biin tulacal wa paalawa yaan u laj chejic
03_Eligio_Uicab_Jatswooj,30,282.176,292.512,10.336,ca diau belenma' que belen ma' tan que de lee coox ua'cundic un tu ma que' tsiaale ua tu tale cu yau to'on qe
03_Eligio_Uicab_Jatswooj,31,292.512,300.896,8.384,wa tu taalec wa yaoj to'one le yedz u taale le ti jaadzoojo' pes ca e le ba'axo' yaan u na'at xan
03_Eligio_Uicab_Jatswooj,32,300.896,310.432,9.536,yanuna'ate tumen leti'e' de a woole leti' jach jach jach naaya yo pero leti' ma' tu naaya yo leti' man ta dzebiyu
03_Eligio_Uicab_Jatswooj,33,310.432,317.12,6.688,tu ch'en xiquintic tu ch'een xiquintiqiu ba'ax peecob wa a wate yojolob ba'axi'
03_Eligio_Uicab_Jatswooj,34,317.12,325.76,8.64,sumpe tuun u kiinale ca ti'a e leti'e e le maaco'obo' pues lela' o je ba'ax que j beetequi
03_Eligio_Uicab_Jatswooj,35,325.76,335.712,9.952,c ox dzayc u leechi u leechi le leechcun u beeto'obo' cu dzico'ob u yichesuumo' cu dzico'o te' tu beelo'
03_Eligio_Uicab_Jatswooj,36,335.712,343.072,7.36,ca tu u dzajo'ote' tu beelole tu taalo' ti' cu juupli' ti' cun juj je'ex u leech ta juuje'
03_Eligio_Uicab_Jatswooj,37,343.072,355.552,12.48,bey je'elole ca j taal tuune leti' le baabeo eti' ma' yoojle wa dzaba'an u leechi ma' yoojli' taj beyo tu su'sutiquich tu jawiquich
03_Eligio_Uicab_Jatswooj,38,355.552,366.912,11.36,a kay cheni'tetic ya'an a kaaxe pues ceen iquil u jaa jay cheneetque ma' tije ca leeche le ti' le sujbi beya' jap pero jeedzel u p'uch cuba
03_Eligio_Uicab_Jatswooj,39,366.912,376.704,9.792,le ca j ila' tuun bey tu puchu ca j ooc tata adzbi le ca j tata adzaabo leti'e' tu puchcuba
03_Eligio_Uicab_Jatswooj,40,376.704,385.984,9.28,peero ba'ax uunel le maaco'obo eimes bakaano u kascoo ma'alob e suum ikil u p'ucubekaj waace suumo biin yeetel u suumilo'
03_Eligio_Uicab_Jatswooj,41,385.984,397.6,11.616,bii ca ti a jelen ba jelaqui ti te'ex bini ma' ta kaxe'ex u suumilo leje'exe leech paji ca'acho ti naj u p'aatili pero le tu
03_Eligio_Uicab_Jatswooj,42,397.6,408.16,10.56,le tu'ux kaxa'an beya leti' le j waache je'ela' le yaante la jajleech paja'an pero le je'ela este le jwaache yeet binac u suumi
03_Eligio_Uicab_Jatswooj,43,408.16,415.232,7.072,pues bey dzo'ocool leeti' le jaadzo'o biini dzaksajquite' bele ma atzwach e'escuba
03_Eligio_Uicab_Jatswooj,44,415.232,423.264,8.032,awel baaxtel ma tiesku bas tumelletie  baa uuchi tu tzikbate baax uche jaadzoojo
03_Eligio_Uicab_Jatswooj,45,423.264,437.664,14.4,bicxi'ic uuchu te xan beyo' anac a na'ate'ex tene min in na'ate ca tin lech in caal ti leechoq ti' leech leti' le cu beeta' u yichesuumo ya'al u leechta mac
03_Eligio_Uicab_Jatswooj,46,437.664,452.288,14.624,pues leti' tuuneje'elo' le ba'aje'elob  tzajbe'entzil tzajbe'entzile tumen leti'e ma' wojel tub xani' ma' wojel tuun leti'e cu ta'acowow a paachche'e leti'e' le quen taaqueche
03_Eligio_Uicab_Jatswooj,47,452.288,461.632,9.344,ta junca bin a kuba bayiiname' ma' tsa wilic quetz le ca  maanensaame' le ba'je'elo' leyili'
04_Alfonso_Tamay,1,0.0,9.152,9.152,xwaan totaliin ukkaalu tigbaataalee beeyyaa
04_Alfonso_Tamay,2,9.152,23.84,14.688,yaan tuun biin uuche' jum p'eel xiipaj jach ya'ab u maaw queen tu dzu kaax cu maaw jump'eel u kiinoile taan u biin tu biin tu biin ca sa'ate ceenu dzee kaaxo'obo'
04_Alfonso_Tamay,3,23.84,38.176,14.336,kupakalti bo stesak usakunta katani kialatbaan apan aba a ai sa g
04_Alfonso_Tamay,4,38.176,49.376,11.2,atar ti taa ti' jun p'ee chan naji pero may u tux p'aateli' a kaal qui joosec tu yo'obel jin kaal ca joosen te yo'obel
04_Alfonso_Tamay,5,49.376,58.336,8.96,malo mutzabicz tzen bale tana ehintke basken inwaatech baastenken aoaaten basken aoaatene
04_Alfonso_Tamay,6,58.336,70.144,11.808,himntk mamic bakna mnt cn basi q zq  ui baskn wtc tl l bs kn  z tc talaman b  bqn bn s kc
04_Alfonso_Tamay,7,70.144,77.408,7.264,indaits'atis unpecao cuch i akena kaxante tikena tse lagante
04_Alfonso_Tamay,8,77.408,87.136,9.728,usmalo i asepta ke ta matge ta tsa umpetjan bastu patj tsaetja bastu patc kapubi
04_Alfonso_Tamay,9,87.136,99.744,12.608,en to bine ka ti jen uk yook wach ma'alo bubes lasunwa kulpaqhiti qiaque ban ten uxtene wa beya ma baas ten ustenin aa i wee te minkashaantaa
04_Alfonso_Tamay,10,99.744,110.688,10.944,kap kumang de yok sulau ya r bace patuska tung tung ke yo ca nite cio gek u e tan tu nuru bine kaci lao pe jan cee
04_Alfonso_Tamay,11,110.688,119.616,8.928,ade cambaljini han kesanwi kien wukqaaken aqiqi lekke ninqe abaqqa lekkenianta ci nafta
04_Alfonso_Tamay,12,119.616,128.352,8.736,habu ma dadu maci jange do cuba de waku baci janu mu bi kanamabe bati bija si basadu
04_Alfonso_Tamay,13,128.352,142.432,14.08,macheku kinsar ku cakucan bawul le bawul le tei la baas i baasi un pemial male tabicu laakki aladi beran ic espanol y ka pat kanaatik cal ka wu skin kec malu du nq
04_Alfonso_Tamay,14,142.432,152.352,9.92,tam bintu vintu ben ka chota kuta maaga chi kimatu paatal kuta totok ki lu yook i kabka caw kao
04_Alfonso_Tamay,15,152.352,159.68,7.328,jakiman uiste man mas uisten ma le basti aseptar deka in felotte nekusanne sihen bekki gujik
04_Alfonso_Tamay,16,159.68,168.544,8.864,gu kanale ku taktatitse ma lu se lu wuts nu pan mause lu wutj lu yow ka  ga gu a a
04_Alfonso_Tamay,17,168.544,177.504,8.96,yakalak u taktatice bey u wejtal antal u chamo ku yubi ku ile ku jootz ku chan jana tu cam ba as tu jankik chukqik
04_Alfonso_Tamay,18,177.504,191.936,14.432,qe iq lebey zatitiom tu saastale tuubi bin tuubi peeru cemtelo ga ilaabe onola maako kalal le maako man mastu ne cambaa seela
04_Alfonso_Tamay,19,191.936,200.704,8.768,ainka inka o le tetan si pasartre pero komo tovak na qui yookobe le tan siike tu bimata chukik
04_Alfonso_Tamay,20,200.704,214.752,14.048,ttutsa jumbe pirinsuc ti buka lugace kusata teche tamana kachante a vndus binusinba pero kavi kotunkuye tani be kubina teche kasut pache
04_Alfonso_Tamay,21,214.752,226.496,11.744,tomentabiku bien letem ma lestais kmanto nanprezlonek bino ete kokoatan pero letem ako tutalu pace parcen mis bikin kasanrabi tume kulpastalko yok
04_Alfonso_Tamay,22,226.496,234.944,8.448,aisaliisaisae dadi uba o hbe o habi salge
04_Alfonso_Tamay,23,234.944,242.048,7.104,atoklik bii s len kati wile  wa i nga ilak
04_Alfonso_Tamay,24,242.048,253.408,11.36,bikapikbi ka zutsuka  sokag labine baloko cucurante endau yabe caubtonabas
04_Alfonso_Tamay,25,253.408,259.488,6.08,kawuya be tumang dece tuman tang tang tang tang tang tang tang ba cucu palse
04_Alfonso_Tamay,26,259.488,273.568,14.08,leti kutaletele u baz kucole ku tal u kolu gaman gu taban gu tal  ba  ka  bal ce ka u lakkama ku ta ku bati u se wa da la gelede u ka si bal be
04_Alfonso_Tamay,27,273.568,279.296,5.728,wa puman oti wan tuman oti wan ti aelo ga koshe n peka
04_Alfonso_Tamay,28,279.296,290.112,10.816,oco tekao ki lahua cakapemako ce osumaku paatatina culaka kupusro kiakavoo
04_Alfonso_Tamay,29,290.112,302.368,12.256,pisu kipata te ngete mas kipata kalu tukla unane bas isoki kosali la nisutsu ukai pisumakukate
04_Alfonso_Tamay,30,302.368,310.336,7.968,lasa kemagade wancacli ta sunai suna ka
04_Alfonso_Tamay,31,310.336,316.0,5.664,is sa'tu kuxtali bec tz'oj kutan kointrale wan chocel
04_Alfonso_Tamay,32,316.0,328.832,12.832,le sinsimito gelali lete waiiii es e de
04_Alfonso_Tamay,33,328.832,335.072,6.24,deglo masra a anna cag qe laa qaate
04_Alfonso_Tamay,34,335.072,348.544,13.472,awmamaasi wole wasi wu yun kinu wowesanarece agaitz batese wai waksa
04_Alfonso_Tamay,35,348.544,359.232,10.688,lela usikbata usikbali dumbeniitu tsul cable nunki n ile maaka
04_Alfonso_Tamay,36,359.232,372.576,13.344,yantubi mu pe gwayi wacashi ku goko lestanum ya tcumuk abile ku goko be le maka gutalo tubino mewo ko yaka seke
04_Alfonso_Tamay,37,372.576,382.72,10.144,jakaseki ca usutane miiki aba bal ilamaka kasibata i dobeniu
04_Alfonso_Tamay,38,382.72,391.968,9.248,dominni tuce katuyallah waha jialne bak skialeltene bilakkeni bini cukek
04_Alfonso_Tamay,39,391.968,404.608,12.64,tkashanta aaqtadu hitilaanta t hititulaaga mindahu belum sumi
